Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Dean (Arts)""))",Chrome 125.0.0.0,,,13-06-2024 11:18:52,13-06-2024 11:18:52,0.715s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/strong_Dean (Arts)""))",Chrome 125.0.0.0,,,13-06-2024 11:18:52,13-06-2024 11:18:53,0.681s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/div_1""))",Chrome 125.0.0.0,,,13-06-2024 11:18:53,13-06-2024 11:19:24,31.373s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/p_Dr. D. Ramakrishnan   M.A., M.Phil, Ph.D._af6fda""))",Chrome 125.0.0.0,,,13-06-2024 11:19:24,13-06-2024 11:19:25,0.276s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/font_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:19:25,13-06-2024 11:19:25,0.310s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Dean (Sciences)""))",Chrome 125.0.0.0,,,13-06-2024 11:19:25,13-06-2024 11:19:26,0.691s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/strong_Dean (Sciences)""))",Chrome 125.0.0.0,,,13-06-2024 11:19:26,13-06-2024 11:19:26,0.680s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:19:26,13-06-2024 11:19:27,0.325s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Director, DDE""))",Chrome 125.0.0.0,,,13-06-2024 11:19:27,13-06-2024 11:19:27,0.576s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/strong_Director (ic)""))",Chrome 125.0.0.0,,,13-06-2024 11:19:27,13-06-2024 11:19:28,1.071s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/p_Dr.P.Muthupandi,    M.Sc.,M.Phil.,M.Ed.,P_9561de""))",Chrome 125.0.0.0,,,13-06-2024 11:19:28,13-06-2024 11:19:29,0.331s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/div_1""))",Chrome 125.0.0.0,,,13-06-2024 11:19:29,13-06-2024 11:20:00,31.472s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/font_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:20:00,13-06-2024 11:20:00,0.307s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Additional Controller of Examination, DDE""))",Chrome 125.0.0.0,,,13-06-2024 11:20:00,13-06-2024 11:20:01,0.625s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/div_1""))",Chrome 125.0.0.0,,,13-06-2024 11:20:01,13-06-2024 11:20:33,31.412s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/div_1""))",Chrome 125.0.0.0,,,13-06-2024 11:20:33,13-06-2024 11:21:04,31.465s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/span_aceddemkuniversity.ac.in""))",Chrome 125.0.0.0,,,13-06-2024 11:21:04,13-06-2024 11:21:04,0.325s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/p_Dr.S.Saleema Rabiyath,    M.A.,M.B.A.,M.A_a8a6cf""))",Chrome 125.0.0.0,,,13-06-2024 11:21:04,13-06-2024 11:21:05,0.352s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/p_Dr.S.Saleema Rabiyath,    M.A.,M.B.A.,M.A_a8a6cf""))",Chrome 125.0.0.0,,,13-06-2024 11:21:05,13-06-2024 11:21:05,0.312s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:21:05,13-06-2024 11:21:05,0.284s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Officers""))",Chrome 125.0.0.0,,,13-06-2024 11:21:05,13-06-2024 11:21:07,1.623s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/span_LIST OF ADMINISTRATIVE OFFICERS""))",Chrome 125.0.0.0,,,13-06-2024 11:21:07,13-06-2024 11:21:08,0.652s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/h1_Officers""))",Chrome 125.0.0.0,,,13-06-2024 11:21:08,13-06-2024 11:21:08,0.353s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/font_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:21:08,13-06-2024 11:21:08,0.306s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/a_Organogram""))",Chrome 125.0.0.0,,,13-06-2024 11:21:08,13-06-2024 11:21:09,0.609s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/img_Organogram_img-responsive""))",Chrome 125.0.0.0,,,13-06-2024 11:21:09,13-06-2024 11:21:10,1.020s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/img_Organogram_img-responsive""))",Chrome 125.0.0.0,,,13-06-2024 11:21:10,13-06-2024 11:21:10,0.302s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Administration/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/div_Organogram_panel-body""))",Chrome 125.0.0.0,,,13-06-2024 11:21:10,13-06-2024 11:21:10,0.306s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,13-06-2024 11:21:10,13-06-2024 11:21:12,1.339s,PASSED
,,,,,,,
Test Cases/Madurai Kamaraj University/HomePage,Chrome 125.0.0.0,,,13-06-2024 11:27:17,13-06-2024 11:29:13,1m - 56.345s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,13-06-2024 11:27:17,13-06-2024 11:27:19,2.199s,PASSED
"navigateToUrl(""https://mkuniversity.ac.in/new/"")",Chrome 125.0.0.0,,,13-06-2024 11:27:19,13-06-2024 11:27:28,8.660s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/button_Accessibility""))",Chrome 125.0.0.0,,,13-06-2024 11:27:28,13-06-2024 11:27:28,0.422s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/img__img-responsive""))",Chrome 125.0.0.0,,,13-06-2024 11:27:28,13-06-2024 11:27:31,2.629s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/font_Links""))",Chrome 125.0.0.0,,,13-06-2024 11:27:31,13-06-2024 11:27:31,0.312s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/font_Facilities""))",Chrome 125.0.0.0,,,13-06-2024 11:27:31,13-06-2024 11:27:32,0.297s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/font_DDE""))",Chrome 125.0.0.0,,,13-06-2024 11:27:32,13-06-2024 11:27:34,2.057s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY/a_CIQA""))",Chrome 125.0.0.0,,,13-06-2024 11:27:34,13-06-2024 11:27:34,0.289s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY/strong_UNCLAIMED CERTIFICATE""))",Chrome 125.0.0.0,,,13-06-2024 11:27:34,13-06-2024 11:27:35,0.688s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY/div_IMPORTANT NEWS   Admission to Distance _a92253""))",Chrome 125.0.0.0,,,13-06-2024 11:27:35,13-06-2024 11:28:06,31.595s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY/strong_ABOUT US""))",Chrome 125.0.0.0,,,13-06-2024 11:28:06,13-06-2024 11:28:38,31.512s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY/img_Grievance_img-responsive""))",Chrome 125.0.0.0,,,13-06-2024 11:28:38,13-06-2024 11:28:38,0.297s,PASSED
"click(findTestObject(""Object Repository/Madurai Kamaraj University Home/Page_MADURAI KAMARAJ UNIVERSITY - OFFICIAL SITE/img_Toggle navigation_img-circle img-responsive""))",Chrome 125.0.0.0,,,13-06-2024 11:28:38,13-06-2024 11:29:13,35.383s,FAILED
,,,,,,,
Test Cases/Periyar University/Academics,Chrome 125.0.0.0,,,13-06-2024 11:29:34,13-06-2024 11:29:41,7.030s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,13-06-2024 11:29:34,13-06-2024 11:29:36,1.487s,PASSED
"navigateToUrl(""https://www.periyaruniversity.ac.in/Dept.php"")",Chrome 125.0.0.0,,,13-06-2024 11:29:36,13-06-2024 11:29:41,5.114s,PASSED
"click(findTestObject(""Object Repository/Periyar University Academics/Page_Periyar University, Salem/a_Schools and Departments""))",Chrome 125.0.0.0,,,13-06-2024 11:29:41,13-06-2024 11:29:41,0.397s,FAILED
,,,,,,,
Test Cases/Periyar University/Administration,Chrome 125.0.0.0,,,13-06-2024 11:29:41,13-06-2024 11:30:06,25.312s,PASSED
"openBrowser("""")",Chrome 125.0.0.0,,,13-06-2024 11:29:41,13-06-2024 11:29:43,2.158s,PASSED
"navigateToUrl(""https://www.periyaruniversity.ac.in/registrar.php"")",Chrome 125.0.0.0,,,13-06-2024 11:29:43,13-06-2024 11:29:48,4.397s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:29:48,13-06-2024 11:29:48,0.352s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Registrar""))",Chrome 125.0.0.0,,,13-06-2024 11:29:48,13-06-2024 11:29:49,0.533s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/img_Contact_img-thumbnail""))",Chrome 125.0.0.0,,,13-06-2024 11:29:49,13-06-2024 11:29:49,0.317s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h3_Dr. P. Viswanathamurthi""))",Chrome 125.0.0.0,,,13-06-2024 11:29:49,13-06-2024 11:29:49,0.299s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h4_Registrar (ic)""))",Chrome 125.0.0.0,,,13-06-2024 11:29:49,13-06-2024 11:29:49,0.293s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/li_Affiliated Colleges""))",Chrome 125.0.0.0,,,13-06-2024 11:29:49,13-06-2024 11:29:50,0.321s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/li_Community Colleges""))",Chrome 125.0.0.0,,,13-06-2024 11:29:50,13-06-2024 11:29:50,0.286s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/li_Library""))",Chrome 125.0.0.0,,,13-06-2024 11:29:50,13-06-2024 11:29:50,0.283s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/li_PG Research Studies""))",Chrome 125.0.0.0,,,13-06-2024 11:29:50,13-06-2024 11:29:51,0.304s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/li_Physical Education""))",Chrome 125.0.0.0,,,13-06-2024 11:29:51,13-06-2024 11:29:51,0.298s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/li_PU-CRI""))",Chrome 125.0.0.0,,,13-06-2024 11:29:51,13-06-2024 11:29:51,0.282s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/li_Schools and Departments""))",Chrome 125.0.0.0,,,13-06-2024 11:29:51,13-06-2024 11:29:52,0.283s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Schools and Departments""))",Chrome 125.0.0.0,,,13-06-2024 11:29:52,13-06-2024 11:29:52,0.431s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Computer Science""))",Chrome 125.0.0.0,,,13-06-2024 11:29:52,13-06-2024 11:29:54,1.984s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Programmes Offered""))",Chrome 125.0.0.0,,,13-06-2024 11:29:54,13-06-2024 11:29:54,0.286s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Syllabus""))",Chrome 125.0.0.0,,,13-06-2024 11:29:54,13-06-2024 11:29:55,0.292s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Faculty""))",Chrome 125.0.0.0,,,13-06-2024 11:29:55,13-06-2024 11:29:55,0.304s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:29:55,13-06-2024 11:29:55,0.617s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Controller of Examinations""))",Chrome 125.0.0.0,,,13-06-2024 11:29:55,13-06-2024 11:29:56,0.732s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h3_Prof. Dr. S. Kadhiravan""))",Chrome 125.0.0.0,,,13-06-2024 11:29:56,13-06-2024 11:29:56,0.293s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h4_Controller of Examinations (FAC)""))",Chrome 125.0.0.0,,,13-06-2024 11:29:56,13-06-2024 11:29:57,0.295s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h3_Prof. Dr. S. Kadhiravan""))",Chrome 125.0.0.0,,,13-06-2024 11:29:57,13-06-2024 11:29:57,0.286s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/div_Prof. Dr. S. Kadhiravan                _1bdc03""))",Chrome 125.0.0.0,,,13-06-2024 11:29:57,13-06-2024 11:29:57,0.333s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:29:57,13-06-2024 11:29:58,0.294s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Deans and Coordinators""))",Chrome 125.0.0.0,,,13-06-2024 11:29:58,13-06-2024 11:29:58,0.492s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h5_Dr. K. Jayaraman""))",Chrome 125.0.0.0,,,13-06-2024 11:29:58,13-06-2024 11:29:58,0.301s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/th_ACADEMICS""))",Chrome 125.0.0.0,,,13-06-2024 11:29:58,13-06-2024 11:29:59,0.297s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_College Development Council""))",Chrome 125.0.0.0,,,13-06-2024 11:29:59,13-06-2024 11:29:59,0.299s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Professor and Head, Department of Economics,""))",Chrome 125.0.0.0,,,13-06-2024 11:29:59,13-06-2024 11:29:59,0.304s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Dr. K. Jayaraman""))",Chrome 125.0.0.0,,,13-06-2024 11:29:59,13-06-2024 11:30:00,0.294s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Faculty of Arts""))",Chrome 125.0.0.0,,,13-06-2024 11:30:00,13-06-2024 11:30:00,0.291s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h5_Dr. V. Sangeetha""))",Chrome 125.0.0.0,,,13-06-2024 11:30:00,13-06-2024 11:30:00,0.270s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Faculty of Arts""))",Chrome 125.0.0.0,,,13-06-2024 11:30:00,13-06-2024 11:30:01,0.297s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Professor and Head, Department of English,""))",Chrome 125.0.0.0,,,13-06-2024 11:30:01,13-06-2024 11:30:01,0.263s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Periyar University""))",Chrome 125.0.0.0,,,13-06-2024 11:30:01,13-06-2024 11:30:01,0.356s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Faculty of Science""))",Chrome 125.0.0.0,,,13-06-2024 11:30:01,13-06-2024 11:30:01,0.277s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Dr. S. Kannan""))",Chrome 125.0.0.0,,,13-06-2024 11:30:01,13-06-2024 11:30:02,0.312s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Professor and Head, Department of Zoology,""))",Chrome 125.0.0.0,,,13-06-2024 11:30:02,13-06-2024 11:30:02,0.277s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Faculty of Social Science""))",Chrome 125.0.0.0,,,13-06-2024 11:30:02,13-06-2024 11:30:02,0.277s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/h5_Dr. J. Venkatachalam""))",Chrome 125.0.0.0,,,13-06-2024 11:30:02,13-06-2024 11:30:03,0.296s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Professor, Department of Psychology,""))",Chrome 125.0.0.0,,,13-06-2024 11:30:03,13-06-2024 11:30:03,0.287s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Research Affairs""))",Chrome 125.0.0.0,,,13-06-2024 11:30:03,13-06-2024 11:30:03,0.349s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Dr. A. Muthusamy""))",Chrome 125.0.0.0,,,13-06-2024 11:30:03,13-06-2024 11:30:04,0.283s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Student Affairs""))",Chrome 125.0.0.0,,,13-06-2024 11:30:04,13-06-2024 11:30:04,0.312s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/td_Dr. V. Raj""))",Chrome 125.0.0.0,,,13-06-2024 11:30:04,13-06-2024 11:30:04,0.318s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Administration""))",Chrome 125.0.0.0,,,13-06-2024 11:30:04,13-06-2024 11:30:04,0.294s,PASSED
"click(findTestObject(""Object Repository/PeriyarUniversityAdminstration/Page_Periyar University, Salem/a_Finance Officer""))",Chrome 125.0.0.0,,,13-06-2024 11:30:04,13-06-2024 11:30:05,0.528s,PASSED
closeBrowser(),Chrome 125.0.0.0,,,13-06-2024 11:30:05,13-06-2024 11:30:06,1.398s,PASSED
,,,,,,,
Test Cases/Periyar University/HomePage,Chrome 125.0.0.0,,,13-06-2024 11:30:38,13-06-2024 11:30:50,11.237s,FAILED
"openBrowser("""")",Chrome 125.0.0.0,,,13-06-2024 11:30:38,13-06-2024 11:30:40,1.950s,PASSED
"navigateToUrl(""https://www.periyaruniversity.ac.in/"")",Chrome 125.0.0.0,,,13-06-2024 11:30:40,13-06-2024 11:30:47,6.954s,PASSED
"click(findTestObject(""Object Repository/Periyar University Home Page/Page_Periyar University, Salem/img""))",Chrome 125.0.0.0,,,13-06-2024 11:30:47,13-06-2024 11:30:48,0.536s,PASSED
"click(findTestObject(""Object Repository/Periyar University Home Page/Page_Periyar University, Salem/h5_State University - NIRF Rank 59 - NIRF I_e9028f""))",Chrome 125.0.0.0,,,13-06-2024 11:30:48,13-06-2024 11:30:48,0.333s,PASSED
"click(findTestObject(""Object Repository/Periyar University Home Page/Page_Periyar University, Salem/h2_PERIYAR UNIVERSITY""))",Chrome 125.0.0.0,,,13-06-2024 11:30:48,13-06-2024 11:30:48,0.330s,PASSED
"click(findTestObject(""Object Repository/Periyar University Home Page/Page_Periyar University, Salem/h3_""))",Chrome 125.0.0.0,,,13-06-2024 11:30:48,13-06-2024 11:30:49,0.302s,PASSED
"click(findTestObject(""Object Repository/Periyar University Home Page/Page_Periyar University, Salem/a_Periyar University Department Admission 2024-25""))",Chrome 125.0.0.0,,,13-06-2024 11:30:49,13-06-2024 11:30:49,0.361s,PASSED
"switchToWindowTitle(""Periyar University, Salem"")",Chrome 125.0.0.0,,,13-06-2024 11:30:49,13-06-2024 11:30:49,0.036s,PASSED
"click(findTestObject(""Object Repository/Periyar University Home Page/Page_Periyar University, Salem/img_Vice Chancellor_rounded""))",Chrome 125.0.0.0,,,13-06-2024 11:30:49,13-06-2024 11:30:50,0.416s,FAILED
